id,defects
102362,0.201614
102363,0.45111257
102364,0.33442217
102365,0.0812537
102366,0.09730525
102367,0.07474034
102368,0.36646643
102369,0.36142838
102370,0.7824101
102371,0.43919772
102372,0.57843477
102373,0.043642823
102374,0.1564835
102375,0.10353529
102376,0.047070507
102377,0.21977349
102378,0.0817338
102379,0.048558123
102380,0.60545033
102381,0.06730739
102382,0.13116628
102383,0.0828674
102384,0.06487964
102385,0.07642471
102386,0.05014819
102387,0.06636727
102388,0.7396039
102389,0.07188713
102390,0.31825048
102391,0.16627212
102392,0.3992431
102393,0.13192278
102394,0.61654574
102395,0.119838476
102396,0.08108764
102397,0.048650514
102398,0.056131564
102399,0.053076107
102400,0.15442187
102401,0.61109674
102402,0.062056117
102403,0.07386261
102404,0.5946246
102405,0.3754304
102406,0.27921584
102407,0.67539245
102408,0.12035214
102409,0.2388405
102410,0.088995226
102411,0.7114432
102412,0.35473981
102413,0.112407684
102414,0.19949657
102415,0.39336
102416,0.22504127
102417,0.09694277
102418,0.21329597
102419,0.2655629
102420,0.72515047
102421,0.6035887
102422,0.10603774
102423,0.6188079
102424,0.45875216
102425,0.04818629
102426,0.09813082
102427,0.15872398
102428,0.09985238
102429,0.441503
102430,0.21174136
102431,0.07991071
102432,0.05010121
102433,0.15317129
102434,0.09809746
102435,0.18684714
102436,0.13445309
102437,0.09293579
102438,0.09353282
102439,0.3046773
102440,0.34632036
102441,0.69790393
102442,0.046496183
102443,0.19517745
102444,0.15210494
102445,0.15192918
102446,0.10011499
102447,0.0553378
102448,0.14555453
102449,0.1379605
102450,0.057804737
102451,0.13404368
102452,0.2959219
102453,0.1206657
102454,0.055174597
102455,0.21727242
102456,0.26578766
102457,0.61290365
102458,0.15321465
102459,0.15551269
102460,0.14444984
102461,0.12828577
102462,0.72062373
102463,0.13440445
102464,0.093967296
102465,0.17194162
102466,0.33856606
102467,0.76707196
102468,0.26743713
102469,0.18326727
102470,0.1721386
102471,0.059532113
102472,0.22463895
102473,0.22443438
102474,0.10603588
102475,0.11336244
102476,0.08656246
102477,0.16225013
102478,0.046901766
102479,0.06961191
102480,0.04950485
102481,0.16743603
102482,0.49872878
102483,0.06617618
102484,0.2696761
102485,0.26071444
102486,0.33811465
102487,0.17443484
102488,0.048781596
102489,0.05307469
102490,0.109248735
102491,0.11499922
102492,0.1827092
102493,0.47635674
102494,0.6222172
102495,0.28522462
102496,0.24333726
102497,0.13117523
102498,0.19330993
102499,0.05483454
102500,0.06564911
102501,0.049451914
102502,0.45426115
102503,0.67312056
102504,0.24451517
102505,0.31888977
102506,0.0766945
102507,0.047694508
102508,0.11267983
102509,0.14196041
102510,0.051271655
102511,0.04981747
102512,0.11392404
102513,0.45470184
102514,0.37519324
102515,0.37711194
102516,0.076350324
102517,0.11396167
102518,0.1722144
102519,0.12107471
102520,0.10445129
102521,0.14105149
102522,0.09726955
102523,0.28541937
102524,0.24861154
102525,0.46998277
102526,0.08271205
102527,0.0504982
102528,0.09595434
102529,0.07236509
102530,0.07830206
102531,0.16165897
102532,0.6807338
102533,0.12912494
102534,0.10162866
102535,0.648139
102536,0.1571658
102537,0.13271417
102538,0.0841632
102539,0.3349404
102540,0.06116992
102541,0.074738204
102542,0.102118306
102543,0.3104784
102544,0.06441617
102545,0.44053885
102546,0.15979816
102547,0.11012568
102548,0.19515334
102549,0.39335158
102550,0.14149211
102551,0.079039715
102552,0.057136778
102553,0.33648008
102554,0.049472027
102555,0.3192774
102556,0.13242772
102557,0.109526366
102558,0.078661025
102559,0.35727298
102560,0.6743617
102561,0.08865715
102562,0.34538606
102563,0.5281032
102564,0.09734329
102565,0.11475461
102566,0.14605027
102567,0.30686623
102568,0.4163818
102569,0.09063349
102570,0.049396813
102571,0.6025411
102572,0.05042634
102573,0.07570252
102574,0.053284835
102575,0.056801546
102576,0.11557917
102577,0.09581613
102578,0.6125329
102579,0.10813567
102580,0.7415045
102581,0.047660235
102582,0.21854845
102583,0.5421246
102584,0.170561
102585,0.28625548
102586,0.8127936
102587,0.083308786
102588,0.76124704
102589,0.2785665
102590,0.08209283
102591,0.46002752
102592,0.17591676
102593,0.33014676
102594,0.122439034
102595,0.048483916
102596,0.35744423
102597,0.051206596
102598,0.15561523
102599,0.77862495
102600,0.6121234
102601,0.21589996
102602,0.26332834
102603,0.14280318
102604,0.10517903
102605,0.3007872
102606,0.049079597
102607,0.058850013
102608,0.085130736
102609,0.055660997
102610,0.16780901
102611,0.23888826
102612,0.09191085
102613,0.57567734
102614,0.25802806
102615,0.10395519
102616,0.059053212
102617,0.060230117
102618,0.08333502
102619,0.08247743
102620,0.2335986
102621,0.19929874
102622,0.12209036
102623,0.076620154
102624,0.11198294
102625,0.08714469
102626,0.121106535
102627,0.08515592
102628,0.49913412
102629,0.08807087
102630,0.61150837
102631,0.46507004
102632,0.11534122
102633,0.062877655
102634,0.25217614
102635,0.050419014
102636,0.13844362
102637,0.053752042
102638,0.14056978
102639,0.40285918
102640,0.047112778
102641,0.21808559
102642,0.60727596
102643,0.5773813
102644,0.33475503
102645,0.09296024
102646,0.09374628
102647,0.19563851
102648,0.06663534
102649,0.38986447
102650,0.10476011
102651,0.30972302
102652,0.30280834
102653,0.5752727
102654,0.13334328
102655,0.15857257
102656,0.08017268
102657,0.18431498
102658,0.22011529
102659,0.5465034
102660,0.111514665
102661,0.08871594
102662,0.75396585
102663,0.6372179
102664,0.090774246
102665,0.41189584
102666,0.14471099
102667,0.1144771
102668,0.08452397
102669,0.062806
102670,0.06783798
102671,0.5751685
102672,0.1312771
102673,0.12059992
102674,0.12120825
102675,0.137741
102676,0.21373297
102677,0.1800195
102678,0.12249688
102679,0.15507258
102680,0.16490859
102681,0.069348566
102682,0.12161241
102683,0.22263233
102684,0.08340697
102685,0.08223053
102686,0.13312408
102687,0.056687884
102688,0.7004837
102689,0.3836416
102690,0.19195442
102691,0.533433
102692,0.13644713
102693,0.051892944
102694,0.13680732
102695,0.6066913
102696,0.06573632
102697,0.10758592
102698,0.22906041
102699,0.08632269
102700,0.5345486
102701,0.3910973
102702,0.60254896
102703,0.25658482
102704,0.10566666
102705,0.21106759
102706,0.30010268
102707,0.15287118
102708,0.32625046
102709,0.047568835
102710,0.13915642
102711,0.13421561
102712,0.17670329
102713,0.781636
102714,0.10396444
102715,0.5251406
102716,0.37496638
102717,0.16620831
102718,0.36610144
102719,0.13350679
102720,0.105910145
102721,0.11310121
102722,0.08229231
102723,0.09030117
102724,0.32267928
102725,0.048592217
102726,0.12314793
102727,0.4099066
102728,0.058713973
102729,0.120461784
102730,0.1889915
102731,0.14363214
102732,0.20677464
102733,0.30469725
102734,0.76677793
102735,0.05547139
102736,0.118734695
102737,0.25732642
102738,0.120570585
102739,0.16493882
102740,0.13344474
102741,0.1635429
102742,0.4160944
102743,0.47347465
102744,0.1875034
102745,0.09070735
102746,0.347851
102747,0.049911536
102748,0.09445643
102749,0.05042479
102750,0.07346155
102751,0.48898333
102752,0.15568091
102753,0.21333307
102754,0.10968237
102755,0.33128998
102756,0.096339345
102757,0.2695761
102758,0.060798053
102759,0.62400687
102760,0.5488199
102761,0.16594175
102762,0.0621285
102763,0.07201868
102764,0.31589967
102765,0.4964926
102766,0.056063287
102767,0.44825977
102768,0.549811
102769,0.61926514
102770,0.056606695
102771,0.07686867
102772,0.06817098
102773,0.1003002
102774,0.746945
102775,0.06518903
102776,0.19571967
102777,0.10225225
102778,0.17411706
102779,0.2272661
102780,0.80696696
102781,0.18674485
102782,0.2059942
102783,0.39220244
102784,0.076747805
102785,0.3733452
102786,0.053351466
102787,0.16298908
102788,0.06454312
102789,0.047553983
102790,0.21139374
102791,0.19956684
102792,0.5169018
102793,0.05767833
102794,0.23186216
102795,0.072785
102796,0.068383776
102797,0.14987357
102798,0.14954342
102799,0.39411062
102800,0.17387298
102801,0.075963244
102802,0.6965641
102803,0.07797579
102804,0.101597935
102805,0.12784335
102806,0.04242088
102807,0.054624707
102808,0.1511938
102809,0.12024331
102810,0.14813013
102811,0.060755316
102812,0.06035167
102813,0.19697018
102814,0.2764641
102815,0.7076789
102816,0.08110685
102817,0.07998122
102818,0.3305855
102819,0.34168747
102820,0.10431649
102821,0.14214778
102822,0.19922037
102823,0.18604033
102824,0.13987184
102825,0.58671063
102826,0.59431946
102827,0.053360935
102828,0.07378003
102829,0.108434856
102830,0.09007369
102831,0.26527995
102832,0.19581412
102833,0.058810122
102834,0.11868042
102835,0.4324649
102836,0.07751631
102837,0.100856006
102838,0.4922951
102839,0.36978942
102840,0.08085855
102841,0.16731389
102842,0.21395257
102843,0.0918812
102844,0.49540427
102845,0.088863045
102846,0.063260034
102847,0.36932123
102848,0.59621114
102849,0.6507134
102850,0.102833346
102851,0.50224906
102852,0.6444751
102853,0.33212125
102854,0.08425618
102855,0.056131817
102856,0.13133043
102857,0.53198975
102858,0.32353902
102859,0.23603292
102860,0.104098134
102861,0.15086682
102862,0.0990303
102863,0.43846357
102864,0.14859778
102865,0.059721336
102866,0.08502935
102867,0.12566043
102868,0.21858813
102869,0.2724733
102870,0.2724193
102871,0.76628476
102872,0.046044238
102873,0.057305668
102874,0.23946685
102875,0.047862694
102876,0.117615916
102877,0.3540527
102878,0.25469244
102879,0.10518361
102880,0.060348626
102881,0.13023165
102882,0.21429181
102883,0.047794387
102884,0.14726518
102885,0.054741926
102886,0.13200586
102887,0.3829333
102888,0.14402425
102889,0.29417893
102890,0.12142552
102891,0.37028942
102892,0.06813915
102893,0.15576111
102894,0.16249362
102895,0.31787184
102896,0.19428399
102897,0.15094359
102898,0.13503596
102899,0.21234849
102900,0.13041428
102901,0.30066139
102902,0.046328083
102903,0.109758735
102904,0.16733697
102905,0.072730295
102906,0.1873088
102907,0.19526279
102908,0.12812722
102909,0.12599823
102910,0.05234851
102911,0.11918727
102912,0.047957398
102913,0.1401934
102914,0.077419445
102915,0.055973195
102916,0.10609484
102917,0.28922966
102918,0.10746441
102919,0.10985895
102920,0.42428365
102921,0.14978588
102922,0.17393656
102923,0.67376053
102924,0.5286809
102925,0.09666996
102926,0.054913826
102927,0.0719147
102928,0.17737673
102929,0.066236265
102930,0.07517249
102931,0.1832662
102932,0.40689376
102933,0.3119408
102934,0.6850024
102935,0.26149002
102936,0.18015057
102937,0.081776805
102938,0.058483653
102939,0.17615868
102940,0.062053703
102941,0.14399159
102942,0.28770554
102943,0.062239293
102944,0.116897374
102945,0.16007893
102946,0.05526269
102947,0.73405814
102948,0.18918483
102949,0.53111786
102950,0.08806449
102951,0.51789135
102952,0.751485
102953,0.109340936
102954,0.10223884
102955,0.44488797
102956,0.04875785
102957,0.15592329
102958,0.47906882
102959,0.07339304
102960,0.070774846
102961,0.47367415
102962,0.054620508
102963,0.16144915
102964,0.07661673
102965,0.25576138
102966,0.21698377
102967,0.69605553
102968,0.10789475
102969,0.073226154
102970,0.3231182
102971,0.123204865
102972,0.7480873
102973,0.78973144
102974,0.6102751
102975,0.04983633
102976,0.27297246
102977,0.08931137
102978,0.6400404
102979,0.46912816
102980,0.16261585
102981,0.22940382
102982,0.13522984
102983,0.048705384
102984,0.31307495
102985,0.20465174
102986,0.12574762
102987,0.12590176
102988,0.10093676
102989,0.111045755
102990,0.16028786
102991,0.13131884
102992,0.44735864
102993,0.64475566
102994,0.7009164
102995,0.064324774
102996,0.16657327
102997,0.10186929
102998,0.050880928
102999,0.062363047
103000,0.17461957
103001,0.13661908
103002,0.10078224
103003,0.2223724
103004,0.37413913
103005,0.62134355
103006,0.5600503
103007,0.08288726
103008,0.13126564
103009,0.076456524
103010,0.14784417
103011,0.15383066
103012,0.20991857
103013,0.22863089
103014,0.044616077
103015,0.20032167
103016,0.44961447
103017,0.38858312
103018,0.287367
103019,0.056090046
103020,0.08359031
103021,0.055866525
103022,0.5909243
103023,0.062097844
103024,0.16567673
103025,0.12154773
103026,0.3878286
103027,0.21299554
103028,0.1481145
103029,0.16476151
103030,0.112629645
103031,0.04859269
103032,0.07240837
103033,0.05104259
103034,0.14020845
103035,0.44304478
103036,0.23067224
103037,0.085406594
103038,0.2118599
103039,0.15030445
103040,0.48218188
103041,0.059203867
103042,0.18421873
103043,0.13557266
103044,0.1517293
103045,0.22027314
103046,0.11528468
103047,0.24141262
103048,0.16646774
103049,0.5786676
103050,0.6575689
103051,0.08076697
103052,0.16391721
103053,0.04722866
103054,0.10914975
103055,0.069211505
103056,0.09554143
103057,0.3740813
103058,0.7980597
103059,0.42528677
103060,0.5527117
103061,0.7068343
103062,0.32550412
103063,0.39897153
103064,0.13455704
103065,0.1338357
103066,0.055022206
103067,0.10500612
103068,0.23443192
103069,0.19138028
103070,0.7949159
103071,0.27991068
103072,0.18041474
103073,0.05167072
103074,0.14515866
103075,0.21300784
103076,0.07461897
103077,0.17627889
103078,0.05014476
103079,0.5385297
103080,0.14670625
103081,0.48912722
103082,0.2438432
103083,0.15023632
103084,0.24732156
103085,0.10737602
103086,0.072407946
103087,0.1352156
103088,0.14915752
103089,0.0679327
103090,0.7098743
103091,0.05535643
103092,0.1330848
103093,0.1493504
103094,0.65177137
103095,0.2586591
103096,0.23948655
103097,0.41071576
103098,0.09036907
103099,0.070538566
103100,0.056644436
103101,0.6368289
103102,0.35285005
103103,0.20102742
103104,0.046064116
103105,0.0923158
103106,0.21820663
103107,0.05043213
103108,0.05289629
103109,0.05272189
103110,0.26149252
103111,0.05435645
103112,0.07012634
103113,0.09766235
103114,0.053782888
103115,0.058738016
103116,0.62647665
103117,0.53374743
103118,0.25061837
103119,0.1391508
103120,0.16638301
103121,0.6860891
103122,0.13031346
103123,0.078379594
103124,0.08295248
103125,0.16970693
103126,0.2736491
103127,0.15997237
103128,0.05819907
103129,0.16123769
103130,0.059468962
103131,0.08713331
103132,0.12390974
103133,0.044582035
103134,0.4493664
103135,0.061275214
103136,0.093858175
103137,0.07864328
103138,0.438768
103139,0.055120654
103140,0.6335755
103141,0.053422906
103142,0.06228564
103143,0.10905503
103144,0.19739802
103145,0.16969074
103146,0.1712837
103147,0.5769402
103148,0.10780056
103149,0.05131298
103150,0.15613545
103151,0.20625454
103152,0.38438946
103153,0.09246772
103154,0.54031426
103155,0.48270884
103156,0.051534273
103157,0.16864349
103158,0.1586177
103159,0.36761698
103160,0.049074426
103161,0.0697842
103162,0.11049388
103163,0.35751873
103164,0.048877873
103165,0.09100602
103166,0.76380223
103167,0.16960974
103168,0.42326888
103169,0.67110914
103170,0.049624857
103171,0.05461795
103172,0.7142395
103173,0.53621036
103174,0.24129735
103175,0.07273647
103176,0.25342906
103177,0.39426056
103178,0.17085318
103179,0.16360146
103180,0.59006447
103181,0.0695454
103182,0.08066626
103183,0.07105967
103184,0.13753107
103185,0.065591216
103186,0.08649453
103187,0.5229303
103188,0.6909489
103189,0.052429557
103190,0.38989377
103191,0.05710326
103192,0.11764772
103193,0.3287335
103194,0.05534837
103195,0.052142788
103196,0.41144735
103197,0.35626745
103198,0.12480754
103199,0.21731956
103200,0.54025227
103201,0.1215669
103202,0.14353098
103203,0.49280024
103204,0.2817195
103205,0.10731855
103206,0.047584772
103207,0.20635806
103208,0.1022384
103209,0.13937199
103210,0.048025128
103211,0.045762405
103212,0.065503076
103213,0.077472866
103214,0.1512409
103215,0.05773741
103216,0.17110127
103217,0.11192275
103218,0.16188224
103219,0.09679143
103220,0.3884714
103221,0.16448355
103222,0.15415289
103223,0.71476096
103224,0.052599143
103225,0.19023237
103226,0.1290305
103227,0.08009267
103228,0.6257782
103229,0.08428795
103230,0.07203213
103231,0.6255097
103232,0.688127
103233,0.17056353
103234,0.04481204
103235,0.07650728
103236,0.7792832
103237,0.06983935
103238,0.051548526
103239,0.097369775
103240,0.13270868
103241,0.34179062
103242,0.39530188
103243,0.10245604
103244,0.05563542
103245,0.43682244
103246,0.0689444
103247,0.0553844
103248,0.13096225
103249,0.80192596
103250,0.08860187
103251,0.05414278
103252,0.2846434
103253,0.5857304
103254,0.1659779
103255,0.05873741
103256,0.056877103
103257,0.050047692
103258,0.18902364
103259,0.07120873
103260,0.1160114
103261,0.056247167
103262,0.45830142
103263,0.06758112
103264,0.37168968
103265,0.22620022
103266,0.27590287
103267,0.0543241
103268,0.072390586
103269,0.0744804
103270,0.080959484
103271,0.6083564
103272,0.20405798
103273,0.10785622
103274,0.10097134
103275,0.27381283
103276,0.19919713
103277,0.4858895
103278,0.066383205
103279,0.068187304
103280,0.2429899
103281,0.26957247
103282,0.16429216
103283,0.61760664
103284,0.07429423
103285,0.25796932
103286,0.11076093
103287,0.14832056
103288,0.08578696
103289,0.070610255
103290,0.80964047
103291,0.046014212
103292,0.32393214
103293,0.10634467
103294,0.057109296
103295,0.17673679
103296,0.07752744
103297,0.30143195
103298,0.053070426
103299,0.08167656
103300,0.75285727
103301,0.14133345
103302,0.05444032
103303,0.52627504
103304,0.13524209
103305,0.17712587
103306,0.04871458
103307,0.14732774
103308,0.048840698
103309,0.1788699
103310,0.27607802
103311,0.4150935
103312,0.08205534
103313,0.10243156
103314,0.09076879
103315,0.10938813
103316,0.30577558
103317,0.053154394
103318,0.090133615
103319,0.666395
